Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0002"
"0.0200","0.0000","0.0002"
"0.0400","0.0004","0.0002"
"0.0600","0.0011","0.0002"
"0.0800","0.0025","0.0002"
"0.1000","0.0056","0.0002"
"0.1200","0.0120","0.0002"
"0.1400","0.0202","0.0002"
"0.1600","0.0288","0.0003"
"0.1800","0.0379","0.0003"
"0.2000","0.0468","0.0003"
"0.2200","0.0552","0.0003"
"0.2400","0.0626","0.0003"
"0.2600","0.0696","0.0003"
"0.2800","0.0768","0.0003"
"0.3000","0.0849","0.0003"
"0.3200","0.0932","0.0004"
"0.3400","0.1014","0.0004"
"0.3600","0.1098","0.0004"
"0.3800","0.1175","0.0004"
"0.4000","0.1247","0.0004"
"0.4200","0.1319","0.0004"
"0.4400","0.1398","0.0004"
"0.4600","0.1478","0.0004"
"0.4800","0.1560","0.0004"
"0.5000","0.1641","0.0004"
"0.5200","0.1715","0.0005"
"0.5400","0.1789","0.0005"
"0.5600","0.1868","0.0005"
"0.5800","0.1955","0.0005"
"0.6000","0.2043","0.0005"
"0.6200","0.2130","0.0005"
"0.6400","0.2207","0.0005"
"0.6600","0.2277","0.0005"
"0.6800","0.2350","0.0005"
"0.7000","0.2433","0.0006"
"0.7200","0.2518","0.0006"
"0.7400","0.2603","0.0006"
"0.7600","0.2683","0.0006"
"0.7800","0.2758","0.0006"
"0.8000","0.2833","0.0006"
"0.8200","0.2913","0.0006"
"0.8400","0.2997","0.0006"
"0.8600","0.3079","0.0006"
"0.8800","0.3162","0.0006"
"0.9000","0.3241","0.0006"
"0.9200","0.3314","0.0007"
"0.9400","0.3387","0.0007"
"0.9600","0.3467","0.0007"
"0.9800","0.3551","0.0007"
"1.0000","0.3637","0.0007"
"1.0200","0.3723","0.0007"
"1.0400","0.3800","0.0007"
"1.0600","0.3876","0.0007"
"1.0800","0.3956","0.0007"
"1.1000","0.4043","0.0007"
"1.1200","0.4131","0.0007"
"1.1400","0.4215","0.0007"
"1.1600","0.4289","0.0008"
"1.1800","0.4357","0.0008"
"1.2000","0.4429","0.0008"
"1.2200","0.4512","0.0008"
"1.2400","0.4599","0.0008"
"1.2600","0.4684","0.0008"
"1.2800","0.4765","0.0008"
"1.3000","0.4840","0.0008"
"1.3200","0.4915","0.0008"
"1.3400","0.4997","0.0008"
"1.3600","0.5082","0.0008"
"1.3800","0.5165","0.0008"
"1.4000","0.5247","0.0008"
"1.4200","0.5325","0.0009"
"1.4400","0.5397","0.0009"
"1.4600","0.5470","0.0009"
"1.4800","0.5550","0.0009"
"1.5000","0.5634","0.0009"
"1.5200","0.5720","0.0009"
"1.5400","0.5808","0.0009"
"1.5600","0.5887","0.0009"
"1.5800","0.5959","0.0009"
"1.6000","0.6034","0.0009"
"1.6200","0.6116","0.0009"
"1.6400","0.6200","0.0009"
"1.6600","0.6285","0.0009"
"1.6800","0.6362","0.0010"
"1.7000","0.6432","0.0010"
"1.7200","0.6504","0.0010"
"1.7400","0.6587","0.0010"
"1.7600","0.6673","0.0010"
"1.7800","0.6758","0.0010"
"1.8000","0.6841","0.0010"
"1.8200","0.6918","0.0010"
"1.8400","0.6994","0.0010"
"1.8600","0.7075","0.0010"
"1.8800","0.7162","0.0010"
"1.9000","0.7246","0.0010"
"1.9200","0.7329","0.0010"
"1.9400","0.7407","0.0010"
"1.9600","0.7479","0.0011"
"1.9800","0.7551","0.0011"
"2.0000","0.7632","0.0011"
"2.0200","0.7718","0.0011"
"2.0400","0.7806","0.0011"
"2.0600","0.7892","0.0011"
"2.0800","0.7968","0.0011"
"2.1000","0.8038","0.0011"
"2.1200","0.8113","0.0011"
"2.1400","0.8195","0.0011"
"2.1600","0.8280","0.0011"
"2.1800","0.8366","0.0011"
"2.2000","0.8446","0.0011"
"2.2200","0.8518","0.0011"
"2.2400","0.8591","0.0012"
"2.2600","0.8673","0.0012"
"2.2800","0.8760","0.0012"
"2.3000","0.8847","0.0012"
"2.3200","0.8929","0.0012"
"2.3400","0.9003","0.0012"
"2.3600","0.9075","0.0012"
"2.3800","0.9151","0.0012"
"2.4000","0.9233","0.0012"
"2.4200","0.9316","0.0012"
"2.4400","0.9401","0.0012"
"2.4600","0.9482","0.0012"
"2.4800","0.9557","0.0012"
"2.5000","0.9631","0.0012"
"2.5200","0.9711","0.0012"
"2.5400","0.9792","0.0012"
"2.5600","0.9875","0.0013"
"2.5800","0.9960","0.0013"
"2.6000","1.0040","0.0013"
"2.6200","1.0116","0.0013"
"2.6400","1.0195","0.0013"
"2.6600","1.0280","0.0013"
"2.6800","1.0364","0.0013"
"2.7000","1.0448","0.0013"
"2.7200","1.0526","0.0013"
"2.7400","1.0598","0.0013"
"2.7600","1.0672","0.0013"
"2.7800","1.0755","0.0013"
"2.8000","1.0843","0.0013"
"2.8200","1.0932","0.0013"
"2.8400","1.1014","0.0013"
"2.8600","1.1088","0.0013"
"2.8800","1.1161","0.0014"
"2.9000","1.1238","0.0014"
"2.9200","1.1319","0.0014"
"2.9400","1.1398","0.0014"
"2.9600","1.1481","0.0014"
"2.9800","1.1562","0.0014"
"3.0000","1.1637","0.0014"
"3.0200","1.1710","0.0014"
"3.0400","1.1790","0.0014"
"3.0600","1.1877","0.0014"
"3.0800","1.1967","0.0014"
"3.1000","1.2054","0.0014"
"3.1200","1.2129","0.0014"
"3.1400","1.2198","0.0014"
"3.1600","1.2271","0.0014"
"3.1800","1.2354","0.0014"
"3.2000","1.2439","0.0014"
"3.2200","1.2525","0.0014"
"3.2400","1.2602","0.0014"
"3.2600","1.2671","0.0015"
"3.2800","1.2743","0.0015"
"3.3000","1.2825","0.0015"
"3.3200","1.2914","0.0015"
"3.3400","1.3002","0.0015"
"3.3600","1.3085","0.0015"
"3.3800","1.3161","0.0015"
"3.4000","1.3236","0.0015"
"3.4200","1.3317","0.0015"
"3.4400","1.3402","0.0015"
"3.4600","1.3487","0.0015"
"3.4800","1.3571","0.0015"
"3.5000","1.3649","0.0015"
"3.5200","1.3720","0.0015"
"3.5400","1.3792","0.0015"
"3.5600","1.3873","0.0015"
"3.5800","1.3959","0.0015"
"3.6000","1.4048","0.0016"
"3.6200","1.4135","0.0015"
"3.6400","1.4211","0.0016"
"3.6600","1.4280","0.0016"
"3.6800","1.4352","0.0016"
"3.7000","1.4433","0.0016"
"3.7200","1.4518","0.0016"
"3.7400","1.4604","0.0016"
"3.7600","1.4684","0.0016"
"3.7800","1.4757","0.0016"
"3.8000","1.4830","0.0016"
"3.8200","1.4914","0.0016"
"3.8400","1.5002","0.0016"
"3.8600","1.5088","0.0016"
"3.8800","1.5170","0.0016"
"3.9000","1.5243","0.0016"
"3.9200","1.5314","0.0016"
"3.9400","1.5389","0.0016"
"3.9600","1.5470","0.0016"
"3.9800","1.5550","0.0016"
"4.0000","1.5634","0.0017"
"4.0200","1.5718","0.0017"
"4.0400","1.5796","0.0017"
"4.0600","1.5869","0.0017"
"4.0800","1.5946","0.0017"
"4.1000","1.6029","0.0017"
"4.1200","1.6115","0.0017"
"4.1400","1.6204","0.0017"
"4.1600","1.6284","0.0017"
"4.1800","1.6356","0.0017"
"4.2000","1.6431","0.0017"
"4.2200","1.6514","0.0017"
"4.2400","1.6602","0.0017"
"4.2600","1.6690","0.0017"
"4.2800","1.6771","0.0017"
"4.3000","1.6844","0.0017"
"4.3200","1.6918","0.0017"
"4.3400","1.7000","0.0017"
"4.3600","1.7086","0.0017"
"4.3800","1.7170","0.0017"
"4.4000","1.7251","0.0017"
"4.4200","1.7323","0.0017"
"4.4400","1.7394","0.0018"
"4.4600","1.7469","0.0018"
"4.4800","1.7550","0.0018"
"4.5000","1.7634","0.0018"
"4.5200","1.7720","0.0018"
"4.5400","1.7806","0.0018"
"4.5600","1.7885","0.0018"
"4.5800","1.7959","0.0018"
"4.6000","1.8039","0.0018"
"4.6200","1.8123","0.0018"
"4.6400","1.8206","0.0018"
"4.6600","1.8289","0.0018"
"4.6800","1.8363","0.0018"
"4.7000","1.8433","0.0018"
"4.7200","1.8506","0.0018"
"4.7400","1.8589","0.0018"
"4.7600","1.8676","0.0018"
"4.7800","1.8762","0.0018"
"4.8000","1.8842","0.0018"
"4.8200","1.8915","0.0018"
"4.8400","1.8988","0.0018"
"4.8600","1.9069","0.0019"
"4.8800","1.9156","0.0018"
"4.9000","1.9242","0.0019"
"4.9200","1.9325","0.0019"
"4.9400","1.9401","0.0019"
"4.9600","1.9474","0.0019"
"4.9800","1.9552","0.0019"
"5.0000","1.9635","0.0019"
"5.0200","1.9718","0.0019"
"5.0400","1.9803","0.0019"
"5.0600","1.9888","0.0019"
"5.0800","1.9966","0.0019"
"5.1000","2.0040","0.0019"
"5.1200","2.0118","0.0019"
"5.1400","2.0201","0.0019"
"5.1600","2.0286","0.0019"
"5.1800","2.0373","0.0019"
"5.2000","2.0450","0.0019"
"5.2200","2.0519","0.0019"
"5.2400","2.0590","0.0019"
"5.2600","2.0672","0.0019"
"5.2800","2.0758","0.0019"
"5.3000","2.0847","0.0019"
"5.3200","2.0930","0.0019"
"5.3400","2.1003","0.0019"
"5.3600","2.1075","0.0020"
"5.3800","2.1157","0.0020"
"5.4000","2.1245","0.0019"
"5.4200","2.1329","0.0020"
"5.4400","2.1408","0.0020"
"5.4600","2.1480","0.0020"
"5.4800","2.1551","0.0020"
"5.5000","2.1628","0.0020"
"5.5200","2.1713","0.0020"
"5.5400","2.1798","0.0020"
"5.5600","2.1883","0.0020"
"5.5800","2.1966","0.0020"
"5.6000","2.2042","0.0020"
"5.6200","2.2115","0.0020"
"5.6400","2.2192","0.0020"
"5.6600","2.2274","0.0020"
"5.6800","2.2356","0.0020"
"5.7000","2.2441","0.0020"
"5.7200","2.2519","0.0020"
"5.7400","2.2594","0.0020"
"5.7600","2.2670","0.0020"
"5.7800","2.2754","0.0020"
"5.8000","2.2842","0.0020"
"5.8200","2.2931","0.0020"
"5.8400","2.3013","0.0020"
"5.8600","2.3086","0.0020"
"5.8800","2.3158","0.0021"
"5.9000","2.3238","0.0021"
"5.9200","2.3323","0.0020"
"5.9400","2.3406","0.0021"
"5.9600","2.3486","0.0021"
"5.9800","2.3560","0.0021"
"6.0000","2.3634","0.0021"
"6.0200","2.3712","0.0021"
"6.0400","2.3797","0.0021"
"6.0600","2.3880","0.0021"
"6.0800","2.3964","0.0021"
"6.1000","2.4048","0.0021"
"6.1200","2.4125","0.0021"
"6.1400","2.4198","0.0021"
"6.1600","2.4276","0.0021"
"6.1800","2.4357","0.0021"
"6.2000","2.4439","0.0021"
"6.2200","2.4525","0.0021"
"6.2400","2.4604","0.0021"
"6.2600","2.4675","0.0021"
"6.2800","2.4746","0.0021"
"6.3000","2.4828","0.0021"
"6.3200","2.4919","0.0021"
"6.3400","2.5011","0.0021"
"6.3600","2.5094","0.0021"
"6.3800","2.5164","0.0021"
"6.4000","2.5230","0.0021"
"6.4200","2.5305","0.0021"
"6.4400","2.5388","0.0021"
"6.4600","2.5472","0.0022"
"6.4800","2.5559","0.0021"
"6.5000","2.5640","0.0022"
"6.5200","2.5716","0.0022"
"6.5400","2.5793","0.0022"
"6.5600","2.5876","0.0022"
"6.5800","2.5963","0.0022"
"6.6000","2.6051","0.0022"
"6.6200","2.6136","0.0022"
"6.6400","2.6211","0.0022"
"6.6600","2.6282","0.0022"
"6.6800","2.6357","0.0022"
"6.7000","2.6439","0.0022"
"6.7200","2.6522","0.0022"
"6.7400","2.6607","0.0022"
"6.7600","2.6685","0.0022"
"6.7800","2.6757","0.0022"
"6.8000","2.6831","0.0022"
"6.8200","2.6914","0.0022"
"6.8400","2.7002","0.0022"
"6.8600","2.7090","0.0022"
"6.8800","2.7171","0.0022"
"6.9000","2.7241","0.0022"
"6.9200","2.7309","0.0022"
"6.9400","2.7387","0.0022"
"6.9600","2.7475","0.0022"
"6.9800","2.7562","0.0022"
"7.0000","2.7646","0.0022"
"7.0200","2.7723","0.0022"
"7.0400","2.7796","0.0022"
"7.0600","2.7874","0.0023"
"7.0800","2.7958","0.0022"
"7.1000","2.8041","0.0023"
"7.1200","2.8125","0.0023"
"7.1400","2.8206","0.0023"
"7.1600","2.8281","0.0023"
"7.1800","2.8352","0.0023"
"7.2000","2.8424","0.0023"
"7.2200","2.8503","0.0023"
"7.2400","2.8587","0.0023"
"7.2600","2.8677","0.0023"
"7.2800","2.8764","0.0023"
"7.3000","2.8842","0.0023"
"7.3200","2.8917","0.0023"
"7.3400","2.9000","0.0023"
"7.3600","2.9086","0.0023"
"7.3800","2.9172","0.0023"
"7.4000","2.9254","0.0023"
"7.4200","2.9325","0.0023"
"7.4400","2.9396","0.0023"
"7.4600","2.9475","0.0023"
"7.4800","2.9560","0.0023"
"7.5000","2.9643","0.0023"
"7.5200","2.9724","0.0023"
"7.5400","2.9799","0.0023"
"7.5600","2.9873","0.0023"
"7.5800","2.9952","0.0023"
"7.6000","3.0037","0.0023"
"7.6200","3.0120","0.0023"
"7.6400","3.0202","0.0023"
"7.6600","3.0285","0.0023"
"7.6800","3.0362","0.0023"
"7.7000","3.0435","0.0023"
"7.7200","3.0511","0.0024"
"7.7400","3.0592","0.0023"
"7.7600","3.0675","0.0024"
"7.7800","3.0762","0.0023"
"7.8000","3.0845","0.0024"
"7.8200","3.0920","0.0024"
"7.8400","3.0995","0.0024"
"7.8600","3.1075","0.0024"
"7.8800","3.1159","0.0024"
"7.9000","3.1244","0.0024"
"7.9200","3.1325","0.0024"
"7.9400","3.1395","0.0024"
"7.9600","3.1464","0.0024"
"7.9800","3.1541","0.0024"
"8.0000","3.1629","0.0024"
"8.0200","3.1718","0.0024"
"8.0400","3.1804","0.0024"
"8.0600","3.1883","0.0024"
"8.0800","3.1957","0.0024"
"8.1000","3.2036","0.0024"
"8.1200","3.2120","0.0024"
"8.1400","3.2205","0.0024"
"8.1600","3.2288","0.0024"
"8.1800","3.2370","0.0024"
"8.2000","3.2445","0.0024"
"8.2200","3.2516","0.0024"
"8.2400","3.2591","0.0024"
"8.2600","3.2675","0.0024"
"8.2800","3.2762","0.0024"
"8.3000","3.2850","0.0024"
"8.3200","3.2930","0.0024"
"8.3400","3.3004","0.0024"
"8.3600","3.3075","0.0024"
"8.3800","3.3154","0.0024"
"8.4000","3.3237","0.0024"
"8.4200","3.3322","0.0024"
"8.4400","3.3405","0.0024"
"8.4600","3.3478","0.0024"
"8.4800","3.3548","0.0025"
"8.5000","3.3625","0.0025"
"8.5200","3.3714","0.0025"
"8.5400","3.3803","0.0025"
"8.5600","3.3891","0.0025"
"8.5800","3.3970","0.0025"
"8.6000","3.4042","0.0025"
"8.6200","3.4114","0.0025"
"8.6400","3.4194","0.0025"
"8.6600","3.4275","0.0025"
"8.6800","3.4357","0.0025"
"8.7000","3.4441","0.0025"
"8.7200","3.4519","0.0025"
"8.7400","3.4592","0.0025"
"8.7600","3.4667","0.0025"
"8.7800","3.4750","0.0025"
"8.8000","3.4836","0.0025"
"8.8200","3.4925","0.0025"
"8.8400","3.5006","0.0025"
"8.8600","3.5078","0.0025"
"8.8800","3.5149","0.0025"
"8.9000","3.5230","0.0025"
"8.9200","3.5318","0.0025"
"8.9400","3.5408","0.0025"
"8.9600","3.5492","0.0025"
"8.9800","3.5563","0.0025"
"9.0000","3.5632","0.0025"
"9.0200","3.5710","0.0025"
"9.0400","3.5799","0.0025"
"9.0600","3.5889","0.0025"
"9.0800","3.5975","0.0025"
"9.1000","3.6050","0.0025"
"9.1200","3.6121","0.0025"
"9.1400","3.6196","0.0025"
"9.1600","3.6277","0.0025"
"9.1800","3.6358","0.0025"
"9.2000","3.6439","0.0025"
"9.2200","3.6522","0.0025"
"9.2400","3.6602","0.0025"
"9.2600","3.6678","0.0026"
"9.2800","3.6755","0.0026"
"9.3000","3.6837","0.0026"
"9.3200","3.6920","0.0026"
"9.3400","3.7008","0.0026"
"9.3600","3.7090","0.0026"
"9.3800","3.7164","0.0026"
"9.4000","3.7235","0.0026"
"9.4200","3.7312","0.0026"
"9.4400","3.7396","0.0026"
"9.4600","3.7481","0.0026"
"9.4800","3.7564","0.0026"
"9.5000","3.7636","0.0026"
"9.5200","3.7706","0.0026"
"9.5400","3.7782","0.0026"
"9.5600","3.7869","0.0026"
"9.5800","3.7958","0.0026"
"9.6000","3.8044","0.0026"
"9.6200","3.8124","0.0026"
"9.6400","3.8198","0.0026"
"9.6600","3.8273","0.0026"
"9.6800","3.8355","0.0026"
"9.7000","3.8440","0.0026"
"9.7200","3.8522","0.0026"
"9.7400","3.8606","0.0026"
"9.7600","3.8685","0.0026"
"9.7800","3.8760","0.0026"
"9.8000","3.8838","0.0026"
"9.8200","3.8922","0.0026"
"9.8400","3.9008","0.0026"
"9.8600","3.9095","0.0026"
"9.8800","3.9174","0.0026"
"9.9000","3.9244","0.0026"
"9.9200","3.9313","0.0026"
"9.9400","3.9392","0.0026"
"9.9600","3.9477","0.0026"
"9.9800","3.9562","0.0026"
"10.0000","3.9644","0.0026"
"10.0200","3.9719","0.0026"
"10.0400","3.9791","0.0026"
"10.0600","3.9870","0.0027"
"10.0800","3.9958","0.0026"
"10.1000","4.0045","0.0026"
"10.1200","4.0131","0.0026"
"10.1400","4.0210","0.0026"
"10.1600","4.0283","0.0027"
"10.1800","4.0355","0.0027"
"10.2000","4.0433","0.0027"
"10.2200","4.0514","0.0027"
"10.2400","4.0595","0.0027"
"10.2600","4.0678","0.0027"
"10.2800","4.0756","0.0027"
"10.3000","4.0831","0.0027"
"10.3200","4.0908","0.0027"
"10.3400","4.0991","0.0027"
"10.3600","4.1077","0.0027"
"10.3800","4.1165","0.0027"
"10.4000","4.1247","0.0027"
"10.4200","4.1322","0.0027"
"10.4400","4.1394","0.0027"
"10.4600","4.1474","0.0027"
"10.4800","4.1560","0.0027"
"10.5000","4.1647","0.0027"
"10.5200","4.1731","0.0027"
"10.5400","4.1807","0.0027"
"10.5600","4.1879","0.0027"
"10.5800","4.1955","0.0027"
"10.6000","4.2041","0.0027"
"10.6200","4.2127","0.0027"
"10.6400","4.2211","0.0027"
"10.6600","4.2286","0.0027"
"10.6800","4.2357","0.0027"
"10.7000","4.2430","0.0027"
"10.7200","4.2509","0.0027"
"10.7400","4.2593","0.0027"
"10.7600","4.2677","0.0027"
"10.7800","4.2764","0.0027"
"10.8000","4.2845","0.0027"
"10.8200","4.2921","0.0027"
"10.8400","4.2996","0.0027"
"10.8600","4.3077","0.0027"
"10.8800","4.3161","0.0027"
"10.9000","4.3249","0.0027"
"10.9200","4.3330","0.0027"
"10.9400","4.3401","0.0027"
"10.9600","4.3469","0.0027"
"10.9800","4.3545","0.0027"
"11.0000","4.3630","0.0027"
"11.0200","4.3718","0.0027"
"11.0400","4.3805","0.0027"
"11.0600","4.3881","0.0027"
"11.0800","4.3951","0.0027"
"11.1000","4.4026","0.0028"
"11.1200","4.4110","0.0028"
"11.1400","4.4197","0.0028"
"11.1600","4.4284","0.0027"
"11.1800","4.4364","0.0027"
"11.2000","4.4436","0.0028"
"11.2200","4.4508","0.0028"
"11.2400","4.4589","0.0028"
"11.2600","4.4674","0.0028"
"11.2800","4.4759","0.0028"
"11.3000","4.4847","0.0028"
"11.3200","4.4929","0.0028"
"11.3400","4.5004","0.0028"
"11.3600","4.5078","0.0028"
"11.3800","4.5158","0.0028"
"11.4000","4.5240","0.0028"
"11.4200","4.5325","0.0028"
"11.4400","4.5407","0.0028"
"11.4600","4.5482","0.0028"
"11.4800","4.5555","0.0028"
"11.5000","4.5634","0.0028"
"11.5200","4.5718","0.0028"
"11.5400","4.5802","0.0028"
"11.5600","4.5886","0.0028"
"11.5800","4.5963","0.0028"
"11.6000","4.6035","0.0028"
"11.6200","4.6110","0.0028"
"11.6400","4.6196","0.0028"
"11.6600","4.6282","0.0028"
"11.6800","4.6366","0.0028"
"11.7000","4.6445","0.0028"
"11.7200","4.6517","0.0028"
"11.7400","4.6588","0.0028"
"11.7600","4.6665","0.0028"
"11.7800","4.6749","0.0028"
"11.8000","4.6832","0.0028"
"11.8200","4.6917","0.0028"
"11.8400","4.6997","0.0028"
"11.8600","4.7072","0.0028"
"11.8800","4.7147","0.0028"
"11.9000","4.7229","0.0028"
"11.9200","4.7313","0.0028"
"11.9400","4.7399","0.0028"
"11.9600","4.7483","0.0028"
"11.9800","4.7558","0.0028"
"12.0000","4.7629","0.0028"
"12.0200","4.7707","0.0028"
"12.0400","4.7795","0.0028"
"12.0600","4.7887","0.0028"
"12.0800","4.7976","0.0028"
"12.1000","4.8052","0.0028"
"12.1200","4.8122","0.0028"
"12.1400","4.8197","0.0028"
"12.1600","4.8284","0.0028"
"12.1800","4.8370","0.0028"
"12.2000","4.8454","0.0028"
"12.2200","4.8530","0.0028"
"12.2400","4.8601","0.0028"
"12.2600","4.8673","0.0029"
"12.2800","4.8752","0.0029"
"12.3000","4.8837","0.0028"
"12.3200","4.8921","0.0029"
"12.3400","4.9007","0.0028"
"12.3600","4.9087","0.0028"
"12.3800","4.9161","0.0029"
"12.4000","4.9236","0.0029"
"12.4200","4.9317","0.0029"
"12.4400","4.9399","0.0029"
"12.4600","4.9484","0.0029"
"12.4800","4.9566","0.0029"
"12.5000","4.9640","0.0029"
"12.5200","4.9712","0.0029"
"12.5400","4.9789","0.0029"
"12.5600","4.9875","0.0029"
"12.5800","4.9964","0.0029"
"12.6000","5.0050","0.0029"
"12.6200","5.0126","0.0029"
"12.6400","5.0195","0.0029"
"12.6600","5.0267","0.0029"
"12.6800","5.0350","0.0029"
"12.7000","5.0435","0.0029"
"12.7200","5.0518","0.0029"
"12.7400","5.0597","0.0029"
"12.7600","5.0672","0.0029"
"12.7800","5.0749","0.0029"
"12.8000","5.0833","0.0029"
"12.8200","5.0921","0.0029"
"12.8400","5.1007","0.0029"
"12.8600","5.1094","0.0029"
"12.8800","5.1175","0.0029"
"12.9000","5.1248","0.0029"
"12.9200","5.1319","0.0029"
"12.9400","5.1397","0.0029"
"12.9600","5.1478","0.0029"
"12.9800","5.1562","0.0029"
"13.0000","5.1646","0.0029"
"13.0200","5.1722","0.0029"
"13.0400","5.1795","0.0029"
"13.0600","5.1873","0.0029"
"13.0800","5.1958","0.0029"
"13.1000","5.2043","0.0029"
"13.1200","5.2128","0.0029"
"13.1400","5.2204","0.0029"
"13.1600","5.2275","0.0029"
"13.1800","5.2349","0.0029"
"13.2000","5.2433","0.0029"
"13.2200","5.2517","0.0029"
"13.2400","5.2600","0.0029"
"13.2600","5.2678","0.0029"
"13.2800","5.2751","0.0029"
"13.3000","5.2825","0.0029"
"13.3200","5.2905","0.0029"
"13.3400","5.2990","0.0029"
"13.3600","5.3072","0.0029"
"13.3800","5.3157","0.0029"
"13.4000","5.3237","0.0029"
"13.4200","5.3311","0.0029"
"13.4400","5.3383","0.0029"
"13.4600","5.3462","0.0029"
"13.4800","5.3545","0.0029"
"13.5000","5.3630","0.0029"
"13.5200","5.3713","0.0029"
"13.5400","5.3789","0.0029"
"13.5600","5.3865","0.0029"
"13.5800","5.3949","0.0029"
"13.6000","5.4041","0.0029"
"13.6200","5.4133","0.0029"
"13.6400","5.4219","0.0029"
"13.6600","5.4294","0.0029"
"13.6800","5.4362","0.0029"
"13.7000","5.4432","0.0030"
"13.7200","5.4514","0.0030"
"13.7400","5.4602","0.0030"
"13.7600","5.4695","0.0029"
"13.7800","5.4784","0.0029"
"13.8000","5.4862","0.0029"
"13.8200","5.4936","0.0030"
"13.8400","5.5013","0.0030"
"13.8600","5.5093","0.0030"
"13.8800","5.5170","0.0030"
"13.9000","5.5251","0.0030"
"13.9200","5.5329","0.0030"
"13.9400","5.5403","0.0030"
"13.9600","5.5476","0.0030"
"13.9800","5.5554","0.0030"
"14.0000","5.5636","0.0030"
"14.0200","5.5722","0.0030"
"14.0400","5.5809","0.0030"
"14.0600","5.5888","0.0030"
"14.0800","5.5960","0.0030"
"14.1000","5.6037","0.0030"
"14.1200","5.6120","0.0030"
"14.1400","5.6206","0.0030"
"14.1600","5.6290","0.0030"
"14.1800","5.6364","0.0030"
"14.2000","5.6431","0.0030"
"14.2200","5.6501","0.0030"
"14.2400","5.6581","0.0030"
"14.2600","5.6669","0.0030"
"14.2800","5.6755","0.0030"
"14.3000","5.6840","0.0030"
"14.3200","5.6920","0.0030"
"14.3400","5.6998","0.0030"
"14.3600","5.7081","0.0030"
"14.3800","5.7164","0.0030"
"14.4000","5.7244","0.0030"
"14.4200","5.7326","0.0030"
"14.4400","5.7406","0.0030"
"14.4600","5.7482","0.0030"
"14.4800","5.7556","0.0030"
"14.5000","5.7635","0.0030"
"14.5200","5.7718","0.0030"
"14.5400","5.7804","0.0030"
"14.5600","5.7890","0.0030"
"14.5800","5.7967","0.0030"
"14.6000","5.8038","0.0030"
"14.6200","5.8114","0.0030"
"14.6400","5.8197","0.0030"
"14.6600","5.8283","0.0030"
"14.6800","5.8368","0.0030"
"14.7000","5.8443","0.0030"
"14.7200","5.8511","0.0030"
"14.7400","5.8583","0.0030"
"14.7600","5.8666","0.0030"
"14.7800","5.8756","0.0030"
"14.8000","5.8843","0.0030"
"14.8200","5.8926","0.0030"
"14.8400","5.9000","0.0030"
"14.8600","5.9074","0.0030"
"14.8800","5.9154","0.0030"
"14.9000","5.9238","0.0030"
"14.9200","5.9318","0.0030"
"14.9400","5.9400","0.0030"
"14.9600","5.9478","0.0030"
