Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0001","0.0000"
"0.0400","0.0009","0.0001"
"0.0600","0.0042","0.0001"
"0.0800","0.0114","0.0001"
"0.1000","0.0220","0.0001"
"0.1200","0.0337","0.0001"
"0.1400","0.0443","0.0001"
"0.1600","0.0541","0.0001"
"0.1800","0.0639","0.0001"
"0.2000","0.0740","0.0001"
"0.2200","0.0838","0.0001"
"0.2400","0.0929","0.0001"
"0.2600","0.1018","0.0001"
"0.2800","0.1114","0.0001"
"0.3000","0.1217","0.0001"
"0.3200","0.1322","0.0001"
"0.3400","0.1417","0.0001"
"0.3600","0.1507","0.0002"
"0.3800","0.1607","0.0002"
"0.4000","0.1715","0.0002"
"0.4200","0.1822","0.0002"
"0.4400","0.1920","0.0002"
"0.4600","0.2014","0.0002"
"0.4800","0.2111","0.0002"
"0.5000","0.2210","0.0002"
"0.5200","0.2312","0.0002"
"0.5400","0.2417","0.0002"
"0.5600","0.2516","0.0002"
"0.5800","0.2611","0.0003"
"0.6000","0.2710","0.0003"
"0.6200","0.2814","0.0003"
"0.6400","0.2920","0.0003"
"0.6600","0.3016","0.0003"
"0.6800","0.3107","0.0003"
"0.7000","0.3204","0.0003"
"0.7200","0.3310","0.0003"
"0.7400","0.3417","0.0003"
"0.7600","0.3513","0.0003"
"0.7800","0.3604","0.0004"
"0.8000","0.3703","0.0004"
"0.8200","0.3810","0.0004"
"0.8400","0.3916","0.0004"
"0.8600","0.4015","0.0004"
"0.8800","0.4109","0.0004"
"0.9000","0.4208","0.0004"
"0.9200","0.4311","0.0004"
"0.9400","0.4417","0.0005"
"0.9600","0.4520","0.0005"
"0.9800","0.4614","0.0005"
"1.0000","0.4710","0.0005"
"1.0200","0.4813","0.0005"
"1.0400","0.4921","0.0005"
"1.0600","0.5026","0.0005"
"1.0800","0.5119","0.0005"
"1.1000","0.5211","0.0006"
"1.1200","0.5310","0.0006"
"1.1400","0.5415","0.0006"
"1.1600","0.5520","0.0006"
"1.1800","0.5616","0.0006"
"1.2000","0.5710","0.0006"
"1.2200","0.5812","0.0006"
"1.2400","0.5917","0.0006"
"1.2600","0.6019","0.0006"
"1.2800","0.6112","0.0007"
"1.3000","0.6205","0.0007"
"1.3200","0.6307","0.0007"
"1.3400","0.6412","0.0007"
"1.3600","0.6517","0.0007"
"1.3800","0.6616","0.0007"
"1.4000","0.6709","0.0007"
"1.4200","0.6805","0.0007"
"1.4400","0.6906","0.0008"
"1.4600","0.7011","0.0008"
"1.4800","0.7114","0.0008"
"1.5000","0.7209","0.0008"
"1.5200","0.7304","0.0008"
"1.5400","0.7408","0.0008"
"1.5600","0.7518","0.0008"
"1.5800","0.7624","0.0008"
"1.6000","0.7719","0.0008"
"1.6200","0.7814","0.0009"
"1.6400","0.7916","0.0009"
"1.6600","0.8019","0.0009"
"1.6800","0.8118","0.0009"
"1.7000","0.8210","0.0009"
"1.7200","0.8304","0.0009"
"1.7400","0.8407","0.0009"
"1.7600","0.8514","0.0009"
"1.7800","0.8621","0.0009"
"1.8000","0.8720","0.0009"
"1.8200","0.8812","0.0009"
"1.8400","0.8909","0.0009"
"1.8600","0.9012","0.0010"
"1.8800","0.9120","0.0010"
"1.9000","0.9221","0.0010"
"1.9200","0.9312","0.0010"
"1.9400","0.9407","0.0010"
"1.9600","0.9511","0.0010"
"1.9800","0.9619","0.0010"
"2.0000","0.9720","0.0010"
"2.0200","0.9810","0.0010"
"2.0400","0.9901","0.0010"
"2.0600","1.0005","0.0010"
"2.0800","1.0112","0.0010"
"2.1000","1.0215","0.0010"
"2.1200","1.0310","0.0010"
"2.1400","1.0408","0.0011"
"2.1600","1.0514","0.0011"
"2.1800","1.0620","0.0011"
"2.2000","1.0726","0.0011"
"2.2200","1.0823","0.0011"
"2.2400","1.0916","0.0011"
"2.2600","1.1012","0.0011"
"2.2800","1.1112","0.0011"
"2.3000","1.1214","0.0011"
"2.3200","1.1311","0.0011"
