Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","0.0000"
"0.0400","0.0004","0.0000"
"0.0600","0.0015","0.0000"
"0.0800","0.0049","0.0001"
"0.1000","0.0131","0.0001"
"0.1200","0.0243","0.0000"
"0.1400","0.0359","0.0000"
"0.1600","0.0460","0.0000"
"0.1800","0.0553","0.0000"
"0.2000","0.0649","0.0000"
"0.2200","0.0750","0.0000"
"0.2400","0.0855","0.0000"
"0.2600","0.0952","0.0000"
"0.2800","0.1041","0.0001"
"0.3000","0.1133","0.0001"
"0.3200","0.1231","0.0001"
"0.3400","0.1334","0.0001"
"0.3600","0.1432","0.0001"
"0.3800","0.1521","0.0001"
"0.4000","0.1613","0.0001"
"0.4200","0.1717","0.0001"
"0.4400","0.1825","0.0001"
"0.4600","0.1929","0.0001"
"0.4800","0.2026","0.0001"
"0.5000","0.2124","0.0001"
"0.5200","0.2228","0.0001"
"0.5400","0.2333","0.0001"
"0.5600","0.2437","0.0001"
"0.5800","0.2532","0.0001"
"0.6000","0.2623","0.0001"
"0.6200","0.2721","0.0002"
"0.6400","0.2827","0.0002"
"0.6600","0.2937","0.0001"
"0.6800","0.3037","0.0001"
"0.7000","0.3127","0.0002"
"0.7200","0.3220","0.0002"
"0.7400","0.3323","0.0002"
"0.7600","0.3429","0.0002"
"0.7800","0.3530","0.0002"
"0.8000","0.3622","0.0002"
"0.8200","0.3719","0.0002"
"0.8400","0.3825","0.0002"
"0.8600","0.3933","0.0003"
"0.8800","0.4034","0.0003"
"0.9000","0.4126","0.0003"
"0.9200","0.4219","0.0003"
"0.9400","0.4318","0.0003"
"0.9600","0.4418","0.0003"
"0.9800","0.4521","0.0003"
"1.0000","0.4618","0.0004"
"1.0200","0.4713","0.0004"
"1.0400","0.4812","0.0004"
"1.0600","0.4917","0.0004"
"1.0800","0.5027","0.0004"
"1.1000","0.5127","0.0004"
"1.1200","0.5221","0.0005"
"1.1400","0.5320","0.0005"
"1.1600","0.5426","0.0005"
"1.1800","0.5534","0.0005"
"1.2000","0.5634","0.0005"
"1.2200","0.5728","0.0006"
"1.2400","0.5828","0.0006"
"1.2600","0.5934","0.0006"
"1.2800","0.6039","0.0006"
"1.3000","0.6134","0.0006"
"1.3200","0.6223","0.0007"
"1.3400","0.6316","0.0007"
"1.3600","0.6416","0.0007"
"1.3800","0.6520","0.0007"
"1.4000","0.6628","0.0007"
"1.4200","0.6730","0.0008"
"1.4400","0.6827","0.0008"
"1.4600","0.6928","0.0008"
"1.4800","0.7031","0.0008"
"1.5000","0.7133","0.0008"
"1.5200","0.7226","0.0009"
"1.5400","0.7316","0.0009"
"1.5600","0.7415","0.0009"
"1.5800","0.7520","0.0009"
"1.6000","0.7627","0.0009"
"1.6200","0.7725","0.0010"
"1.6400","0.7816","0.0010"
"1.6600","0.7916","0.0010"
"1.6800","0.8022","0.0010"
"1.7000","0.8128","0.0010"
"1.7200","0.8226","0.0011"
"1.7400","0.8320","0.0011"
"1.7600","0.8419","0.0011"
"1.7800","0.8523","0.0011"
"1.8000","0.8630","0.0012"
"1.8200","0.8734","0.0012"
"1.8400","0.8830","0.0012"
"1.8600","0.8924","0.0012"
"1.8800","0.9026","0.0012"
"1.9000","0.9133","0.0013"
"1.9200","0.9238","0.0013"
"1.9400","0.9330","0.0013"
"1.9600","0.9420","0.0013"
"1.9800","0.9520","0.0013"
"2.0000","0.9628","0.0013"
"2.0200","0.9734","0.0014"
"2.0400","0.9828","0.0014"
"2.0600","0.9921","0.0014"
"2.0800","1.0024","0.0014"
"2.1000","1.0131","0.0014"
"2.1200","1.0234","0.0015"
"2.1400","1.0328","0.0015"
"2.1600","1.0419","0.0015"
"2.1800","1.0517","0.0015"
"2.2000","1.0622","0.0015"
"2.2200","1.0728","0.0015"
"2.2400","1.0830","0.0016"
"2.2600","1.0925","0.0016"
"2.2800","1.1021","0.0016"
"2.3000","1.1119","0.0016"
"2.3200","1.1222","0.0016"
