Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","0.0000"
"0.0400","0.0004","0.0000"
"0.0600","0.0012","0.0001"
"0.0800","0.0035","0.0001"
"0.1000","0.0094","0.0001"
"0.1200","0.0183","0.0001"
"0.1400","0.0280","0.0001"
"0.1600","0.0367","0.0001"
"0.1800","0.0444","0.0002"
"0.2000","0.0518","0.0002"
"0.2200","0.0593","0.0002"
"0.2400","0.0668","0.0002"
"0.2600","0.0748","0.0002"
"0.2800","0.0825","0.0002"
"0.3000","0.0895","0.0002"
"0.3200","0.0963","0.0002"
"0.3400","0.1040","0.0003"
"0.3600","0.1128","0.0003"
"0.3800","0.1220","0.0003"
"0.4000","0.1308","0.0003"
"0.4200","0.1382","0.0003"
"0.4400","0.1448","0.0003"
"0.4600","0.1518","0.0004"
"0.4800","0.1599","0.0004"
"0.5000","0.1684","0.0004"
"0.5200","0.1770","0.0004"
"0.5400","0.1853","0.0004"
"0.5600","0.1930","0.0004"
"0.5800","0.2005","0.0004"
"0.6000","0.2086","0.0004"
"0.6200","0.2173","0.0004"
"0.6400","0.2260","0.0005"
"0.6600","0.2347","0.0005"
"0.6800","0.2426","0.0005"
"0.7000","0.2497","0.0005"
"0.7200","0.2569","0.0005"
"0.7400","0.2648","0.0005"
"0.7600","0.2730","0.0005"
"0.7800","0.2815","0.0005"
"0.8000","0.2898","0.0005"
"0.8200","0.2972","0.0005"
"0.8400","0.3044","0.0006"
"0.8600","0.3123","0.0006"
"0.8800","0.3210","0.0006"
"0.9000","0.3299","0.0006"
"0.9200","0.3385","0.0006"
"0.9400","0.3458","0.0006"
"0.9600","0.3527","0.0006"
"0.9800","0.3601","0.0006"
"1.0000","0.3685","0.0006"
"1.0200","0.3772","0.0006"
"1.0400","0.3857","0.0007"
"1.0600","0.3937","0.0007"
"1.0800","0.4011","0.0007"
"1.1000","0.4086","0.0007"
"1.1200","0.4168","0.0007"
"1.1400","0.4252","0.0007"
"1.1600","0.4334","0.0007"
"1.1800","0.4418","0.0007"
"1.2000","0.4495","0.0007"
"1.2200","0.4567","0.0007"
"1.2400","0.4639","0.0008"
"1.2600","0.4716","0.0008"
"1.2800","0.4798","0.0008"
"1.3000","0.4886","0.0008"
"1.3200","0.4975","0.0008"
"1.3400","0.5057","0.0008"
"1.3600","0.5132","0.0008"
"1.3800","0.5211","0.0008"
"1.4000","0.5296","0.0008"
"1.4200","0.5382","0.0008"
"1.4400","0.5467","0.0008"
"1.4600","0.5541","0.0008"
"1.4800","0.5612","0.0009"
"1.5000","0.5687","0.0009"
"1.5200","0.5770","0.0009"
"1.5400","0.5854","0.0009"
"1.5600","0.5936","0.0009"
"1.5800","0.6015","0.0009"
"1.6000","0.6088","0.0009"
"1.6200","0.6164","0.0009"
"1.6400","0.6247","0.0009"
"1.6600","0.6333","0.0009"
"1.6800","0.6415","0.0009"
"1.7000","0.6498","0.0009"
"1.7200","0.6577","0.0010"
"1.7400","0.6650","0.0010"
"1.7600","0.6724","0.0010"
"1.7800","0.6803","0.0010"
"1.8000","0.6886","0.0010"
"1.8200","0.6973","0.0010"
"1.8400","0.7059","0.0010"
"1.8600","0.7137","0.0010"
"1.8800","0.7210","0.0010"
"1.9000","0.7288","0.0010"
"1.9200","0.7372","0.0010"
"1.9400","0.7456","0.0011"
"1.9600","0.7540","0.0010"
"1.9800","0.7613","0.0011"
"2.0000","0.7681","0.0011"
"2.0200","0.7755","0.0011"
"2.0400","0.7840","0.0011"
"2.0600","0.7929","0.0011"
"2.0800","0.8016","0.0011"
"2.1000","0.8096","0.0011"
"2.1200","0.8171","0.0011"
"2.1400","0.8247","0.0011"
"2.1600","0.8329","0.0011"
"2.1800","0.8414","0.0011"
"2.2000","0.8496","0.0012"
"2.2200","0.8580","0.0012"
"2.2400","0.8657","0.0012"
"2.2600","0.8730","0.0012"
"2.2800","0.8804","0.0012"
"2.3000","0.8885","0.0012"
"2.3200","0.8971","0.0012"
